UCI_ionosphere_Normalized,0.102989344081,0.0149577511383,0.070642247525,0.0373366993673,0.0718938120997,0.032320225132,0.0555644450803,0.0322809665621,0.0343668695134,0.0225615556354,0.0211750443775,0.0262881383639,0.020668408064,0.0311173963776,0.0207942640758,0.026114885962,0.00877297602367,0.023913995075,0.0144935085585,0.018523496421,0.0243006918933,0.0214268994309,0.0261217250519,0.0159190126565,0.0257581067059,0.0140006588452,0.0157556239994,0.0233111514344,0.0341685516782,0.0135673321878,0.037979705723,0.0180422476691,0.0274897168269,0.0153825464645
UCI_iris_Normalized,0.210048841406,0.100962231695,0.353308806581,0.335680120317
UCI_wine_Normalized,0.055292450501,0.0631660653998,0.0508809529583,0.054500452004,0.0526919964117,0.0838446243794,0.116571026321,0.0745102121489,0.0590548594147,0.109267865581,0.083431858902,0.103306435935,0.0934812000437
UCI_glass_Normalized,0.041182387471,0.0828940565606,0.20352879731,0.096787368839,0.0637825761677,0.175724667995,0.0847226342172,0.151818781647,0.0995587297918
UCI_parkinsons_Normalized,0.0456573844253,0.012545365043,0.0505493733382,0.0469801835683,0.0468874657915,0.0510306376626,0.0536420960829,0.0510203955933,0.0630728678764,0.0609652566397,0.0604459729021,0.0639438902362,0.0652094019452,0.0604413669944,0.0386736735899,0.0279861825173,0.0253024654496,0.0173098974123,0.0482384592256,0.0329887510017,0.0242830740091,0.0528258386955
UCI_sonar-all_Normalized,0.0385431423637,0.0285884375822,0.0248290290896,0.0320889828617,0.018219237759,0.0147509071021,0.00969926872174,0.0122457266981,0.0222769506255,0.0239841241027,0.0231681950848,0.0220479149002,0.0169309542403,0.00793164299882,0.00865024268486,0.00944278987955,0.00925257168679,0.0035175553382,0.00927495620158,0.015221258311,0.0155964541187,0.0152716147153,0.0093327551874,0.00625633070703,0.00309969087703,0.00206569568367,0.0122541953811,0.015740888343,0.00427778662633,0.00518247774188,0.0105691170869,0.00309418753875,0.0102235047132,0.0188723261899,0.0165905871487,0.0187700717865,0.0153774929769,0.0064843207492,0.010560450041,0.0108411427475,0.00393837330666,0.00750135336466,0.012843704655,0.0245566655063,0.0440988524366,0.0349444745686,0.0263489282892,0.0294283883558,0.0228395070918,0.0126555990692,0.0288785065116,0.0283890148621,0.0160555013307,0.0298605440281,0.0263584663553,0.0181337984157,0.00152523502531,0.0263538233397,0.0192480433057,0.0249162415896
UCI_vehicle_Normalized,0.0600247162039,0.0544981708864,0.0643892806344,0.028448503176,0.0506917323678,0.0710318482018,0.0792205416117,0.0694883954063,0.0797993805915,0.0429612964131,0.0517857068797,0.0855179986824,0.0416115551957,0.0451817986539,0.0445485814862,0.0530449895076,0.0275550108621,0.0502004932395
